ACTL_FMLY_NUM,AGE,ARPU,AUTR_FAIL_MCNT,AUTR_FAIL_YN,AVG_CALL_FREQ,AVG_CALL_TIME,AVG_STLN_RATE,CB_GUIF_AMT,CB_GUIF_CNT,CNTT_LAMT_CNT,CNTT_LAMT_YN,CPT_LNIF_AMT,CPT_LNIF_BIG,CPT_LNIF_RATIO,CRDT_CARD,CRDT_CARD_CNT,CRDT_GRAD_DIFF,CRDT_LOAN_CNT,CRDT_OCCR_MDIF,CRLN_30OVDU_RATE,CRLN_OVDU_RATE,CRMM_OVDU_AMT,CTCD_OCCR_MDIF,CUST_FMLY_NUM,CUST_JOB_INCM,DTI,FAIL_COUNT,FMLY_CLAM_CNT,FMLY_GDINS_MNPREM,FMLY_PLPY_CNT,FMLY_SVINS_MNPREM,FMLY_TOT_PREM,FYCM_PAID_AMT,GDINS_MON_PREM,HIGH_AMT_RATE,HSHD_INFR_INCM,LAST_CHLD_AGE,LNIF_CNT,LOW_AMT_RATE,LT1Y_CLOD_RATE,LT1Y_CTLT_CNT,LT1Y_CTLT_YN,LT1Y_MXOD_AMT,LT1Y_PEOD_RATE_YN,LT1Y_SLOD_RATE,LT1Y_STLN_AMT,LTST_CRDT_GRAD,L_H_RATE,MATE_JOB_INCM,MAX_MON_PREM,MIN_CNTT_DATE,MOBL_FATY_PRC,MOBL_PRIN,MON_TLFE_AMT,NUM_DAY_SUSP,NUM_DAY_SUSP_YN,OVDU_HIGH_RATE,PREM_OVDU_RATE,SPART_LNIF_CNT,SPART_LNIF_YN,SPTCT_OCCR_MDIF,STLN_REMN_AMT,STRT_CRDT_GRAD,SVINS_MON_PREM,TEL_CNTT_QTR,TEL_OVDU_RATE,TLFE_UNPD_CNT,TOTAL_DELAY_RATE,TOT_CRLN_AMT,TOT_LNIF_AMT,TOT_LOAN_CNT,TOT_PREM,TOT_REPY_AMT,dv_0_1,dv_10_11,dv_10_9,dv_11_10,dv_11_12,dv_12_11,dv_12_13,dv_13_12,dv_13_14,dv_14_13,dv_14_15,dv_15_14,dv_15_16,dv_16_15,dv_16_17,dv_17_16,dv_17_18,dv_18_17,dv_18_19,dv_19_18,dv_19_20,dv_1_0,dv_1_2,dv_20_19,dv_20_21,dv_21_20,dv_21_22,dv_22_21,dv_22_23,dv_23_22,dv_23_24,dv_24_23,dv_24_25,dv_25_24,dv_25_26,dv_26_25,dv_26_27,dv_27_26,dv_27_28,dv_28_27,dv_28_29,dv_29_28,dv_29_30,dv_2_1,dv_2_3,dv_30_29,dv_30_31,dv_31_30,dv_31_32,dv_32_31,dv_32_33,dv_33_32,dv_33_34,dv_34_33,dv_34_35,dv_35_34,dv_35_36,dv_36_35,dv_36_37,dv_37_36,dv_37_38,dv_38_37,dv_38_39,dv_39_38,dv_39_40,dv_3_2,dv_3_4,dv_40_39,dv_40_41,dv_41_40,dv_41_42,dv_42_41,dv_42_43,dv_43_42,dv_43_44,dv_44_43,dv_44_45,dv_45_44,dv_45_46,dv_46_45,dv_46_47,dv_47_46,dv_47_48,dv_48_47,dv_48_49,dv_49_48,dv_49_50,dv_4_3,dv_4_5,dv_50_49,dv_50_51,dv_51_50,dv_51_52,dv_52_51,dv_52_53,dv_53_52,dv_53_54,dv_54_53,dv_54_55,dv_55_54,dv_55_56,dv_56_55,dv_56_57,dv_57_56,dv_57_58,dv_58_57,dv_58_59,dv_59_58,dv_59_60,dv_5_4,dv_5_6,dv_60_59,dv_60_61,dv_61_60,dv_61_62,dv_62_61,dv_62_63,dv_63_62,dv_63_64,dv_64_63,dv_64_65,dv_65_64,dv_65_66,dv_66_65,dv_66_67,dv_67_66,dv_67_68,dv_68_67,dv_68_69,dv_69_68,dv_69_70,dv_6_5,dv_6_7,dv_70_69,dv_70_71,dv_71_70,dv_71_72,dv_72_71,dv_72_73,dv_73_72,dv_7_6,dv_7_8,dv_8_7,dv_8_9,dv_9_10,dv_9_8,SEX_0,SEX_1,SEX_2,TEL_MBSP_GRAD_0,TEL_MBSP_GRAD_E,TEL_MBSP_GRAD_Q,TEL_MBSP_GRAD_R,TEL_MBSP_GRAD_W,CBPT_MBSP_YN_N,CBPT_MBSP_YN_Y,PAYM_METD_0,PAYM_METD_G,PAYM_METD_K,PAYM_METD_O,PAYM_METD_R,LINE_STUS_S,LINE_STUS_U,LT1Y_PEOD_RATE_C_0,LT1Y_PEOD_RATE_C_10,LT1Y_PEOD_RATE_C_20,LT1Y_PEOD_RATE_C_30,LT1Y_PEOD_RATE_C_40,LT1Y_PEOD_RATE_C_50,LT1Y_PEOD_RATE_C_60,LT1Y_PEOD_RATE_C_90,LT1Y_PEOD_RATE_C_91,OCCP_NAME_C_01,OCCP_NAME_C_02,OCCP_NAME_C_03,OCCP_NAME_C_04,OCCP_NAME_C_05,OCCP_NAME_C_06,OCCP_NAME_C_07,OCCP_NAME_C_08,OCCP_NAME_C_09,OCCP_NAME_C_10,OCCP_NAME_C_11,OCCP_NAME_C_12,OCCP_NAME_C_13,OCCP_NAME_C_14,OCCP_NAME_C_15,OCCP_NAME_C_16,MATE_OCCP_NAME_C_01,MATE_OCCP_NAME_C_02,MATE_OCCP_NAME_C_03,MATE_OCCP_NAME_C_04,MATE_OCCP_NAME_C_05,MATE_OCCP_NAME_C_06,MATE_OCCP_NAME_C_07,MATE_OCCP_NAME_C_08,MATE_OCCP_NAME_C_09,MATE_OCCP_NAME_C_10,MATE_OCCP_NAME_C_11,MATE_OCCP_NAME_C_12,MATE_OCCP_NAME_C_13,MATE_OCCP_NAME_C_14,MATE_OCCP_NAME_C_15,MATE_OCCP_NAME_C_16,TARGET
3,30,40000,14,1.0,257,316,0,0,0,0,0.0,30001,0,1.0,122,2,0,0,0,0,0,0,61,1,3200,9.375,14,16,70000,1,0,10000000,400000,70000,30001.0,5400,0,4,1.0,0,0,0.0,0,1.0,0,0,0,6.670000000000001e-05,0,70000,0,0,0,50000,0,0.0,0.0,23,2,1.0,25,0,0,0,20094,0.0,0,23,0,30001,0.82,10000000,0,0.1,0.0,0.0,0.0,0.0,30001.0,30001.0,0.0,0.0,1.0,0.008196721311475409,122.0,61.0,0.016393442622950817,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.016393442622950817,0.0003125,3200.0,341.3333333333333,0.0029296875,0.6696428571428571,1.4933333333333334,0.875,1.1428571428571428,0.00022857142857142857,4375.0,70000.0,1333.3333333333333,2857.142857142857,1.4285714285714285e-05,1.0,0.0,0.0,10000000.0,25.0,0.04,5.7142857142857135,0.175,2.333255558148062,0.4285857142857143,5.555740740740742,0.17999400019999334,5400.0,0.0,0.0,4.0,4.0,0.25,1.0,0.00035,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001e-05,6.670000000000001e-05,0.0,0.0,0.07142857142857142,0.0038910505836575885,70000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.5,0.08695652173913042,2.0,257.0,0.8132911392405063,0.5,0.04,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20094.0,20094.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,1.2295719844357975,316.0,30001.0,36586.585365853665,2.7332422252591574e-05,8.199999999999999e-08,12195121.951219512,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,60,50000,3,1.0,77,134,0,0,0,0,0.0,0,0,0.0,121,1,0,0,1,0,0,0,121,1,0,0.0,3,2,140000,0,0,17000000,300000,140000,6001.0,8700,0,2,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,140000,0,800000,0,50000,0,0.0,0.0,4,1,1.0,1,0,0,0,20132,0.0,0,4,0,6001,0.49,17000000,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,3.0,1.5,0.6666666666666666,1.4285714285714285e-05,70000.0,140000.0,833.3333333333335,16666.666666666668,0.0,0.0,0.0,0.0,17000000.0,56.66666666666666,0.017647058823529408,2.142857142857143,0.4666666666666667,23.329445092484587,0.042864285714285716,0.6897701149425287,1.4497583736043993,8700.0,0.0,0.0,2.0,2.0,0.0,0.0,5.9999999999999995e-05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.012987012987012988,140000.0,140000.0,0.0,0.0,800000.0,800000.0,0.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.25,1.0,77.0,0.5746268656716418,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20132.0,20132.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.7402597402597402,134.0,6001.0,12246.938775510205,8.165305782369604e-05,2.8823529411764705e-08,34693877.55102041,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,35,30000,0,0.0,530,360,0,0,0,0,0.0,0,0,0.0,194,2,0,0,0,0,0,0,97,2,5000,15.6,0,9,490000,8,260000,139000000,8200000,0,1.0,9800,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,260000,0,900000,0,30000,0,0.0,0.0,1,0,0.0,0,0,0,260000,20104,0.0,0,1,0,78001,-0.4,14000000,0,0.08571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,97.0,0.010309278350515464,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666664,0.0011666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,97.0,48.5,0.020618556701030927,0.0004,2500.0,320.5128205128205,0.00312,15.6,0.0,0.0,9.0,1.836734693877551e-05,54444.444444444445,61250.0,857.1428571428571,30000.0,1.6326530612244893e-05,3.076923076923077e-05,32500.0,0.0018705035971223023,534.6153846153846,16.951219512195124,0.058992805755395686,8200000.0,0.0,0.0,1.0,0.00010204081632653062,9800.0,9800.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260000.0,260000.0,0.0,0.0,900000.0,900000.0,0.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,530.0,1.4722222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260000.0,12.932749701551929,0.07732307692307692,20104.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6792452830188679,360.0,78001.0,78001.0,-5.1281393828284245e-06,-2.857142857142857e-08,14000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,25,50000,1,1.0,0,0,0,0,0,0,0.0,0,0,0.0,196,4,0,0,13,0,0,0,49,1,4600,0.0,1,0,0,0,1990000,11000000,0,0,2.0,4600,0,2,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,1990000,0,1000000,900000,100000,0,0.0,0.0,15,0,0.0,0,0,0,1990000,20161,0.0,0,15,0,1,-0.8,11000000,0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,49.0,0.020408163265306117,4.0,0.0,0.0,0.0,0.0,13.0,13.0,25.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.020408163265306117,0.0002173913043478261,4600.0,4600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2000.0,50000.0,0.0,0.0,1990000.0,0.1809090909090909,5.527638190954773,11000000.0,0.0,0.0,0.0,0.0,2.0,0.0004347826086956522,2300.0,4600.0,0.0,0.0,2.0,2.0,0.0,0.0,2e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1990000.0,1990000.0,0.0,0.0,1000000.0,1.1111111111111112,0.9,9.0,0.1111111111111111,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990000.0,98.70542135806757,0.010131155778894473,20161.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.8,-7.272727272727273e-08,11000000.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,65,30000,43,1.0,180,146,22,0,0,0,0.0,0,0,0.0,436,4,0,0,0,0,0,0,109,2,4900,4.898,43,18,590000,4,0,89000000,11700000,590000,1.0,8800,24,1,0.0,0,0,0.0,0,1.0,60,0,0,0.0,4000,790000,0,300000,100000,50000,0,0.0,0.0,43,0,0.0,0,5000000,0,0,20072,0.0,0,103,0,24001,-0.4,70000000,0,0.09230769230769233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,109.0,0.009174311926605505,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.833333333333336,0.0021666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,109.0,54.5,0.01834862385321101,0.00040816326530612246,2450.0,1000.4083299305839,0.0009995918367346939,0.11390697674418605,8.779093507554105,2.3888888888888893,0.4186046511627907,3.050847457627119e-05,32777.77777777778,147500.0,461.5384615384616,697.6744186046512,6.779661016949153e-06,4.0,0.0,0.0,89000000.0,7.6068376068376065,0.13146067415730334,19.83050847457627,0.05042735042735043,590000.0,1.6949152542372882e-06,0.00011363636363636365,8800.0,366.66666666666674,0.0027272727272727275,24.0,0.04166666666666666,1.0,0.0,0.0,0.0014333333333333331,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.005063291139240506,0.02325581395348837,0.005555555555555557,197.5,790000.0,0.0,0.0,300000.0,3.0,0.3333333333333333,2.0,0.5,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,180.0,1.2328767123287672,0.0,0.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,20072.0,20072.0,0.0,0.0,0.0,0.0,103.0,103.0,0.0,0.0,0.8111111111111111,6.636363636363638,24001.0,24001.0,-1.6665972251156202e-05,-5.714285714285714e-09,70000000.0,70000000.0,0.0,0.1506849315068493,22.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60,20000,0,0.0,67,54,0,0,0,0,0.0,0,0,0.0,605,5,0,0,121,0,0,0,121,2,0,0.0,4,0,0,3,0,58000000,0,0,57001.0,3300,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,390000,0,0,0,30000,4,1.0,0.0,3,1,1.0,121,0,0,0,20102,0.0,0,3,0,57001,0.49,45000000,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,121.0,0.008264462809917356,5.0,0.0,0.0,0.0,0.0,121.0,121.0,30.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,121.0,60.5,0.016528925619834708,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,333.3333333333333,20000.0,3.0,3.0,0.0,0.0,58000000.0,58000000.0,0.0,0.0,0.0,0.0,57001.0,17.273030303030303,0.05789372116278663,3300.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390000.0,390000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,7500.0,0.00013333333333333334,4.0,0.25,1.0,0.0,0.0,3.0,3.0,0.3333333333333333,1.0,67.0,1.2407407407407407,1.0,0.008264462809917356,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,20102.0,20102.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.8059701492537313,54.0,57001.0,116328.57142857145,8.596340415080438e-06,1.0888888888888888e-08,91836734.69387756,45000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,60,20000,4,1.0,0,0,0,980001,3,0,0.0,6001,0,0.008,484,4,0,0,1,0,0,0,121,2,0,0.0,4,3,70000,0,0,5000000,400000,40000,6001.98708,0,0,3,0.00775322,0,0,0.0,0,0.0,0,0,0,764001.0002,0,40000,0,0,0,20000,0,0.0,0.0,10,1,1.0,13,0,0,0,20133,0.0,0,10,0,774001,0.01,3000000,0,0.03333333333333333,0.0,0.0,0.0,0.0,6001.0,6001.0,0.0,0.0,0.008,1.652892561983471e-05,60500.0,121.0,0.008264462809917356,4.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,121.0,60.5,0.016528925619834708,2.0,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,0.75,4.285714285714285e-05,23333.33333333333,70000.0,333.3333333333333,5000.0,0.0,0.0,0.0,0.0,5000000.0,12.5,0.08,10.0,0.1,6.6644595309592045,0.150049677,6001.98708,0.0,0.0,0.0,0.0,3.0,386.9360085229105,0.002584406666666667,0.00775322,0.0002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764001.0002,764001.0002,0.0,0.0,0.25,1.0,40000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.1,1.0,0.0,0.0,1.0,0.07692307692307693,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20133.0,20133.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,774001.0,77400100.0,1.2919879948475521e-08,3.333333333333333e-09,300000000.0,3000000.0,0.0,0.0,0.0,980001.0,326667.0,3.0,3.061221366100647e-06,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,45,40000,54,1.0,103,25,96,0,0,0,0.0,0,0,0.0,242,2,0,0,0,0,0,0,121,1,3700,14.595,54,3,590000,0,0,10000000,200000,590000,1.0,9700,4,1,0.0,0,0,0.0,0,1.0,70,2000000,0,0.0,6100,1490000,0,800000,100000,70000,0,0.0,0.0,34,0,0.0,0,3000000,0,0,20143,0.0,0,104,0,54001,-0.4,10000000,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,121.0,0.008264462809917356,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.001125,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,0.00027027027027027033,3700.0,253.51147653305927,0.003944594594594595,0.2702777777777778,3.6998972250770814,18.0,0.05555555555555555,5.0847457627118655e-06,196666.66666666663,590000.0,888.8888888888888,740.7407407407408,0.0,0.0,0.0,0.0,10000000.0,50.0,0.02,0.3389830508474576,2.95,590000.0,1.6949152542372882e-06,0.00010309278350515464,9700.0,2425.0,0.0004123711340206186,4.0,0.25,1.0,0.0,0.0,0.00135,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014285714285714284,70.0,3.5e-05,28571.42857142857,2000000.0,0.0,0.0,0.0,0.0,6100.0,0.004093959731543625,0.018518518518518517,0.009708737864077669,244.2622950819672,1490000.0,0.0,0.0,800000.0,8.0,0.125,1.4285714285714286,0.7,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,103.0,4.12,0.0,0.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,20143.0,20143.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.2427184466019417,0.2604166666666667,54001.0,54001.0,-7.407270235736377e-06,-4e-08,10000000.0,10000000.0,0.0,3.84,96.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50,60000,3,1.0,172,248,0,0,0,0,0.0,0,0,0.0,146,2,0,0,25,0,0,0,73,2,0,0.0,3,8,40000,6,0,89000000,1600000,40000,18002.0,8200,29,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,7000,300000,0,900000,870000,120000,0,0.0,0.0,3,0,0.0,0,0,0,0,20141,0.0,0,3,0,18001,-0.4,51000000,0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,73.0,0.0136986301369863,2.0,0.0,0.0,0.0,0.0,25.0,25.0,12.5,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,73.0,36.5,0.0273972602739726,2.0,0.0,0.0,0.0,0.0,3.0,0.375,2.6666666666666665,0.0002,5000.0,6666.666666666668,1200.0,20000.0,0.00015,6.0,0.0,0.0,89000000.0,55.625,0.017977528089887642,40.0,0.025,2.2219753360737697,0.45005,2.1953658536585365,0.4555049438951228,282.7586206896552,0.0035365853658536586,29.0,0.03448275862068965,1.0,0.0,0.0,5e-05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.02333333333333333,0.3333333333333333,0.005813953488372093,42.857142857142854,300000.0,0.0,0.0,900000.0,1.0344827586206895,0.9666666666666668,7.25,0.13793103448275862,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,172.0,0.6935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20141.0,20141.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.4418604651162792,248.0,18001.0,18001.0,-2.2220987722904284e-05,-7.843137254901961e-09,51000000.0,51000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,40,60000,0,0.0,220,271,0,0,0,0,0.0,0,0,0.0,170,2,0,0,25,0,0,90000,85,1,4500,0.667,0,0,0,0,50000,4000000,0,0,3002.0,6600,0,1,0.0,0,0,0.0,90000,0.0,0,0,0,0.0,0,50000,0,800000,510000,80000,0,0.0,1.125,0,0,0.0,0,0,0,50000,20154,1.125,0,0,0,3001,-0.4,4000000,0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,85.0,0.011764705882352941,2.0,0.0,0.0,0.0,0.0,25.0,25.0,40.0,0.0006666666666666666,0.0,0.0,0.0,0.0,90000.0,1058.8235294117646,0.0009444444444444444,85.0,0.011764705882352941,0.0002222222222222222,4500.0,6746.626686656671,0.00014822222222222222,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,60000.0,0.0,0.0,50000.0,0.0125,80.0,4000000.0,0.0,0.0,0.0,0.0,3002.0,0.4548484848484848,2.198534310459693,6600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,800000.0,1.568627450980392,0.6375,6.375,0.1568627450980392,80000.0,0.0,0.0,0.0,0.0,1.125,1.125,0.0,0.0,0.0,0.0,220.0,0.8118081180811808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,2.480897092388608,0.40308,17914.666666666668,5.5820184578743665e-05,1.125,0.0,0.0,0.0,0.0,0.0,0.0,1.2318181818181821,271.0,3001.0,3001.0,-0.0001332889036987671,-1e-07,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
